0,1,30647252E-09
458,1642401,0,0997343508
458,3742625,0,0997091072
458,5842309,0,0995089724
458,8142376,0,0993840871
459,0142249,0,0993579923
459,2141781,0,100419073
459,424165,0,101680437
459,6341866,0,0993974492
459,8441894,0,0993373014
460,0541612,0,0996325622
460,2641129,0,0994853205
460,4741149,0,0999022463
460,6840844,0,102424603
460,8941412,0,102490821
461,1040966,0,100033054
461,314064,0,0993718725
461,5240718,0,0991706643
461,7340217,0,100314212
461,9440715,0,115847994
462,1540106,0,112609046
462,3639663,0,0999296367
462,5740077,0,101610036
462,7746747,0,101031248
462,9846624,0,0995458384
463,1946605,0,0997837274
463,4146364,0,0993391151
463,6346217,0,103632148
463,8345732,0,104891846
464,0345501,0,0996890456
464,2446634,0,0992945873
464,4545247,0,0993356358
464,6645069,0,0992882949
464,8745162,0,0995333647
465,0844902,0,0995014586
465,2945504,0,0999060958
465,5045076,0,102199262
465,7144422,0,104032492
465,9244817,0,100177631
466,1344695,0,100429326
466,3445367,0,117974967
466,5544434,0,124993602
466,7643925,0,10955254
466,9744185,0,105412893
467,1843859,0,100980798
467,3944679,0,0995945488
467,6043794,0,0998253312
467,8143659,0,0990661368
468,0343513,0,0992069751
468,23434,0,099515635
468,4443505,0,101535749
468,6543137,0,100770077
468,8642488,0,0995241482
469,0742424,0,0994949441
469,2842358,0,0995456533
469,4943415,0,099293773
469,7041982,0,102795299
469,9142356,0,101533491
470,1242246,0,0994583743
470,3341721,0,099388973
470,544285,0,100073584
470,7541847,0,100453607
470,9641734,0,0995699715
471,17416,0,0995314769
471,3841477,0,100501947
471,5942124,0,101954858
471,8040729,0,0998919194
472,0140703,0,0994863939
472,2240591,0,100143171
472,4540439,0,103183502
472,6540324,0,102861147
472,8540147,0,100392682
473,0640058,0,0995489476
473,2740319,0,0997055168
473,4839664,0,0995505762
473,6940446,0,0994774735
473,9039415,0,100064664
474,1139798,0,0997205815
474,3239672,0,0994362399
474,5339541,0,101506952
474,7439739,0,100943636
474,9538915,0,0991356121
475,1638773,0,0993647288
475,3738646,0,099766775
475,5939072,0,101140402
475,8038243,0,102874546
476,0138252,0,101539376
476,2238002,0,0996096135
476,4438668,0,0994134393
476,6538243,0,104587406
476,8637745,0,115361371
477,0637828,0,102683886
477,2737414,0,100265946
477,483737,0,101996536
477,6938906,0,0996236418
477,9037015,0,0992006457
478,1236975,0,0994307988
478,333683,0,0995584231
478,5437166,0,100179777
478,7536965,0,101939201
478,9636334,0,100031388
479,1736301,0,0993158703
479,3836203,0,0994554872
479,5936931,0,0996871949
479,8036316,0,0995284788
480,0135754,0,0993465179
480,2236066,0,0991927247
480,4335708,0,0996440736
480,6435856,0,106558661
480,8535655,0,106004191
481,0835533,0,102202149
481,2735417,0,122996844
481,4834775,0,123489907
481,69363,0,105118039
481,903466,0,102325813
482,113489,0,100682391
482,3234242,0,0997143632
482,5334279,0,0994254688
482,743483,0,0993580293
482,9534018,0,0995207429
483,1634262,0,0996525498
483,3733664,0,0996476269
483,5833986,0,100378913
483,7933951,0,101881608
484,0033747,0,0999535107
484,2133613,0,0996466275
484,4232966,0,0995165603
484,6332826,0,103394185
484,843313,0,103238282
485,0533102,0,100457234
485,2632967,0,0996226054
485,4933218,0,0997630736
485,6932638,0,0995523899
485,8933047,0,0993162775
486,1032453,0,0996401871
486,3132328,0,103866151
486,5232201,0,103359059
486,7332082,0,0997015563
486,9432834,0,0994032974
487,1531822,0,0992845195
487,3631307,0,0992749698
487,5731355,0,100831187
487,7831461,0,102898531
487,9931436,0,101418303
488,2030748,0,0993099851
488,4130537,0,0993446302
488,6230552,0,099272749
488,8330443,0,0991241007
489,0431023,0,0992553154
489,2530538,0,0997004459
489,4630401,0,100852544
489,6730275,0,099890846
489,8930426,0,0992231132
490,1029499,0,0991250631
490,3029514,0,0997895016
490,512975,0,102504146
490,7229419,0,102875878
490,9329124,0,10025536
491,1430112,0,0992737114
491,352881,0,0992922924
491,5629134,0,0993001024
491,7728971,0,0997416795
491,9828882,0,110486922
492,2028728,0,110441727
492,4128206,0,100332904
492,6228463,0,103647176
492,8328366,0,10348028
493,0429072,0,0993454075
493,2528088,0,0993147229
493,4627952,0,0995362888
493,6727838,0,101498698
493,8827692,0,103772283
494,0928361,0,0993900834
494,3126989,0,0993812371
494,5227317,0,0993870853
494,7227177,0,0994172887
494,9326693,0,0992688625
495,1427412,0,0991244709
495,3526416,0,0999684274
495,5626175,0,101804878
495,7726126,0,0998421726
495,9826024,0,0996964114
496,1926591,0,103250719
496,4026152,0,115362185
496,6126043,0,13120955
496,8225505,0,132440599
497,0325386,0,103185574
497,2425596,0,0992946983
497,4525144,0,0993954505
497,6624905,0,0993937478
497,8725082,0,0994092197
498,0926571,0,0994210641
498,3024453,0,0995576829
498,5324326,0,103697996
498,7224737,0,10393496
498,9324433,0,0997864665
499,1424474,0,0991322068
499,352381,0,100763673
499,5623758,0,103225512
499,7724079,0,102543233
499,9823625,0,0996546226
500,1924214,0,0993722057
500,4023712,0,0992866663
500,6123566,0,0991980917
500,8223086,0,0993407437
501,032331,0,0999880818
501,2423832,0,0997012602
501,4522532,0,100055151
501,6622927,0,101868283
501,8722794,0,099843394
502,0923171,0,0994039637
502,3022002,0,0993920822
502,5222394,0,102061126
502,7422665,0,10254179
502,9422818,0,100390276
503,1422508,0,0992589428
503,3521511,0,0993316013
503,5621758,0,0929828837
503,7721633,0,0436158139
503,9820973,0,0436158139
504,1921503,7,88612077E-05
504,4020715,7,88612077E-05
504,6120596,7,88612077E-05
504,8220622,7,88612077E-05
505,0420952,2,27122754E-05
505,2420934,1,70455262E-05
505,4520445,1,4237124E-05
505,6620478,1,24992861E-05
505,8719817,1,12437247E-05
506,0820206,1,02260167E-05
506,2921563,9,34380903E-06
506,5019971,8,55365195E-06
506,7119461,7,83367133E-06
506,9219703,7,17468451E-06
507,1319203,6,56847934E-06
507,3419587,6,00968061E-06
507,5519317,5,49358501E-06
507,7618828,5,01713164E-06
507,9718722,4,57561718E-06
508,1818936,4,16508489E-06
508,3920149,3,78292181E-06
508,6018676,3,42696291E-06
508,8118545,3,09526715E-06
509,0218425,2,49914052E-06
509,2418875,2,22933443E-06
509,451781,1,97744573E-06
509,6519586,1,74205596E-06
509,8617902,1,52032821E-06
510,071741,1,31300903E-06
510,2817135,1,11673891E-06
510,4918272,9,33384244E-07
510,7017382,7,62273131E-07
510,9217252,5,99747435E-07
511,1317127,4,47598897E-07
511,3417593,3,03513186E-07
511,5516862,1,67415647E-07
511,7616353,3,93062792E-08
511,9716239,-8,14121635E-08
512,1816097,-1,95038304E-07
512,3916956,-3,03289227E-07
512,601586,-4,05493029E-07
512,8115564,-5,02694892E-07
513,0215656,-5,94073602E-07
513,2315817,-7,62945041E-07
513,4515342,-8,41035017E-07
513,6615575,-9,15242891E-07
513,8615459,-1,03790238E-06
514,0714983,-1,07448373E-06
514,2815192,-1,11091577E-06
514,4915256,-1,14510813E-06
514,7014529,-1,17638891E-06
514,9214444,-1,20543002E-06
515,1314304,-1,2328287E-06
515,3414823,-1,25619597E-06
515,5514045,-1,27859271E-06
515,7613908,-1,29934703E-06
515,9713639,-1,3183096E-06
516,1813662,-1,33600303E-06
516,3914554,-1,35250196E-06
516,6013768,-1,36847831E-06
516,8113472,-1,38266291E-06
517,0112989,-1,39513043E-06
517,2213408,-1,40744864E-06
517,4312854,-1,41954288E-06
517,641326,-1,44014788E-06
517,8513013,-1,44992779E-06
518,0712881,-1,45933442E-06
518,2712231,-1,46806915E-06
518,481245,-1,47590801E-06
518,6912678,-1,48292566E-06
518,9012366,-1,48994331E-06
519,1112218,-1,49628905E-06
519,3212113,-1,50166427E-06
519,5311561,-1,5078607E-06
519,7412944,-1,5136092E-06
519,9511719,-1,51913373E-06
520,1611594,-1,52450895E-06
520,3711461,-1,52943623E-06
520,5810957,-1,53399023E-06
520,7912166,-1,53839493E-06
521,0011078,-1,54265031E-06
521,211041,-1,54653241E-06
521,4210821,-1,55011589E-06
521,6310271,-1,55317678E-06
521,84113,-1,55653629E-06
522,051043,-1,56325531E-06
522,2710307,-1,5663162E-06
522,4710174,-1,56975037E-06
522,6809639,-1,57236332E-06
522,8910034,-1,57534955E-06
523,1009794,-1,57773854E-06
523,3109284,-1,58042615E-06
523,5209167,-1,58348703E-06
523,7309132,-1,58677189E-06
523,9409504,-1,58833966E-06
524,1508778,-1,59057934E-06
524,3609022,-1,59274436E-06
524,5708511,-1,59558128E-06
524,7808765,-1,59699974E-06
524,9908727,-1,5990901E-06
525,2008334,-1,60147908E-06
525,4108006,-1,60327082E-06
525,6207901,-1,60476394E-06
525,8307603,-1,60625706E-06
526,0408123,-1,60834742E-06
526,2507843,-1,61185624E-06
526,4707727,-1,61379729E-06
526,6807394,-1,61543972E-06
526,880701,-1,61655956E-06
527,0907416,-1,61797802E-06
527,3007208,-1,61976976E-06
527,5106679,-1,62193478E-06
527,7206591,-1,62387583E-06
527,9306351,-1,62514498E-06
528,1406793,-1,62626481E-06
528,3506043,-1,62760862E-06
528,5606447,-1,62887777E-06
528,7906994,-1,63022157E-06
529,0005695,-1,63149072E-06
529,2106057,-1,63343177E-06
529,4205917,-1,63499954E-06
529,640676,-1,63619404E-06
529,8505653,-1,63701525E-06
530,0605029,-1,6396282E-06
530,2804879,-1,64097201E-06
530,4804886,-1,64298771E-06
530,6906003,-1,64522739E-06
530,9004628,-1,6460486E-06
531,1104382,-1,64657119E-06
531,3204759,-1,64761637E-06
531,5304096,-1,64836293E-06
531,7405441,-1,64948277E-06
531,9504377,-1,65097589E-06
532,1604247,-1,65187176E-06
532,370359,-1,65299159E-06
532,5803453,-1,65418609E-06
532,7903661,-1,65478333E-06
533,0003732,-1,65552989E-06
533,2103226,-1,65672438E-06
533,4203476,-1,65747094E-06
533,6302818,-1,65836681E-06
533,8403047,-1,65933734E-06
534,0502939,-1,66008389E-06
534,260296,-1,66262219E-06
534,4802309,-1,66344341E-06
534,6802529,-1,66418996E-06
534,890337,-1,66508583E-06
535,1001996,-1,66583239E-06
535,3101904,-1,6659817E-06
535,5201747,-1,66710154E-06
535,7302054,-1,66799741E-06
535,9403315,-1,66859466E-06
536,1501799,-1,66956518E-06
536,3601676,-1,67053571E-06
536,570154,-1,67075968E-06
536,7801068,-1,6710583E-06
536,9901706,-1,67187951E-06
537,2000621,-1,6724021E-06
537,4100638,-1,67344728E-06
537,6200563,-1,67449247E-06
537,8300362,-1,67464178E-06
538,0401415,-1,67568696E-06
538,2500514,-1,67665748E-06
538,4600384,-1,67703076E-06
538,6800078,-1,67792663E-06
538,879975,-1,67732939E-06
539,0900414,-1,66269685E-06
539,29995,-1,60931794E-06
539,5099355,-1,02961559E-06
539,7199237,-1,61891125E-07
539,929948,5,56185361E-09
540,1399492,1,58643552E-08
540,3499221,8,62274177E-09
540,5598749,6,60703494E-09
540,7698625,1,01905138E-08
540,979847,3,39683516E-09
541,1899211,3,09821193E-09
541,3998578,4,96460714E-09
541,6097922,3,99408163E-09
541,8198323,4,36736067E-09
542,0297807,4,81529553E-09
542,2498057,5,03926295E-09
542,4597927,2,79958869E-09
542,6697434,6,34570239E-10
542,8797676,2,20234222E-09
543,109719,7,57756045E-09
543,2997051,7,87618368E-09
543,5097273,7,80152788E-09
543,71967,4,51667229E-09
543,9296499,2,42630965E-09
544,1396891,-1,23182498E-09
544,3496398,-9,35810604E-08
544,559613,-1,0552599E-07
544,7796059,-5,54804647E-07
544,9995989,-5,11493075E-06
545,2095726,-4,43257666E-06
545,4195738,-2,18222662E-06
545,6396275,-1,81880214E-06
545,8496476,-1,78938776E-06
546,0595306,-1,77348607E-06
546,26956,-1,76086924E-06
546,4795112,-1,75153726E-06
546,6895606,-1,73653144E-06
546,9095201,-1,732724E-06
547,1094713,-1,72914052E-06
547,3194951,-1,72607963E-06
547,5294432,-1,72413858E-06
547,7494687,-1,72182425E-06
547,959414,-1,72025648E-06
548,1694442,-1,72070441E-06
548,3894576,-1,71898733E-06
548,6094065,-1,70226443E-06
548,8193675,-1,69375366E-06
549,0293905,-1,70510135E-06
549,2394459,-1,70487738E-06
549,4493648,-1,70913276E-06
549,6593113,-1,71182037E-06
549,8693324,-1,71077519E-06
550,0793264,-1,70778896E-06
550,2894874,-1,69636662E-06
550,5093004,-1,69965147E-06
550,7092493,-1,7115964E-06
550,9192762,-1,71204434E-06
551,1292616,-1,71122312E-06
551,339255,-1,70973001E-06
551,5491919,-1,71196968E-06
551,759183,-1,70868483E-06
551,9692107,-1,71174571E-06
552,179159,-1,71376142E-06
552,3893616,-1,71443332E-06
552,5991187,-1,71674765E-06
552,8091171,-1,71629972E-06
553,0191008,-1,71398539E-06
553,2290947,-1,71876336E-06
553,4391069,-1,70890879E-06
553,6490701,-1,69920354E-06
553,8590951,-1,70233908E-06
554,069082,-1,71204434E-06
554,2790698,-1,70965535E-06
554,4890659,-1,70539997E-06
554,6990023,-1,71406004E-06
554,909032,-1,71391073E-06
555,1392074,-1,71323883E-06
555,3290054,-1,71406004E-06
555,5390549,-1,71495591E-06
555,7489786,-1,71435867E-06
555,968965,-1,71465729E-06
556,1789163,-1,71532919E-06
556,3890677,-1,71286555E-06
556,5989279,-1,71428401E-06
556,808878,-1,71256693E-06
557,0188635,-1,71719559E-06
557,228868,-1,71704628E-06
557,4389046,-1,71629972E-06
557,6490049,-1,71682231E-06
557,8588136,-1,71652369E-06
558,0687997,-1,71674765E-06
558,2787826,-1,71712093E-06
558,488832,-1,71644903E-06
558,6987598,-1,71659834E-06
558,908747,-1,71831543E-06
559,1287729,-1,71861405E-06
559,3287599,-1,71831543E-06
559,5387837,-1,71995785E-06
559,7487337,-1,72040579E-06
559,95868,-1,7198832E-06
560,1686716,-1,72010716E-06
560,3786955,-1,72092838E-06
560,588953,-1,72869258E-06
560,7986399,-1,72660222E-06
561,0086204,-1,71809146E-06
561,218645,-1,72219753E-06
561,4285988,-1,72622894E-06
561,6386919,-1,72331736E-06
561,8485668,-1,72391461E-06
562,0585517,-1,72369064E-06
562,268538,-1,72346668E-06
562,4785664,-1,72025648E-06
562,6885633,-1,55407265E-06
562,8985048,-9,54511846E-07
563,1084866,2,31465482E-05
563,3284728,4,15783955E-05
563,5385139,3,73506743E-06
563,7385435,-1,28449052E-06
563,9484381,-4,00341778E-07
564,1584105,-1,00430727E-06
564,3683978,-1,2502235E-06
564,5784017,-1,47889425E-06
564,7884528,-1,66097976E-06
564,9983604,-1,61745543E-06
565,2083472,-1,58415894E-06
565,4183626,-1,60775017E-06
565,6283371,-1,70375754E-06
565,8383467,-1,69390298E-06
566,04831,-1,70323495E-06
566,2583112,-1,70666912E-06
566,4682925,-1,73055898E-06
566,6783086,-1,68285392E-06
566,8884172,-1,68598946E-06
567,0982507,-1,72802068E-06
567,3082215,-1,71562782E-06
567,5182567,-1,71196968E-06
567,7383322,-1,71406004E-06
567,9481808,-1,71383608E-06
568,1482193,-1,71428401E-06
568,3582065,-1,71824077E-06
568,5681736,-1,71674765E-06
568,7781514,-1,71943526E-06
568,9881678,-1,72115235E-06
569,1981549,-1,72354133E-06
569,4081041,-1,71809146E-06
569,618106,-1,72734878E-06
569,8280809,-1,72406392E-06
570,0381413,-1,72458651E-06
570,248039,-1,72675153E-06
570,4680356,-1,72749809E-06
570,678064,-1,7301857E-06
570,8881027,-1,72749809E-06
571,1080373,-1,73108157E-06
571,3180262,-1,72973776E-06
571,5280123,-1,73294796E-06
571,7479618,-1,73376918E-06
571,957935,-1,73354521E-06
572,1579362,-1,73361987E-06
572,3679235,-1,73563557E-06
572,5779251,-1,73556092E-06
572,7879626,-1,7366061E-06
572,9979016,-1,73167882E-06
573,2079083,-1,73541161E-06
573,4178964,-1,73892043E-06
573,6278363,-1,73623282E-06
573,8378985,-1,73533695E-06
574,0478382,-1,73070829E-06
574,2577921,-1,73026035E-06
574,4677951,-1,73608351E-06
574,6777662,-1,73847249E-06
574,887808,-1,73951768E-06
575,1077552,-1,73959233E-06
575,3277376,-1,7366061E-06
575,5377799,-1,71398539E-06
575,7577011,-1,75026811E-06
575,957741,-1,75698713E-06
576,167675,-1,73877112E-06
576,3776784,-1,73809921E-06
576,5877172,-1,7501188E-06
576,7976514,-1,73302262E-06
577,0076382,-1,74011492E-06
577,2176647,-1,73578488E-06
577,4376862,-1,73742731E-06
577,6476373,-1,72540773E-06
577,8575865,-1,71913664E-06
578,0675746,-1,73070829E-06
578,2775984,-1,75385159E-06
578,48765,-1,77542712E-06
578,6975228,-1,76773757E-06
578,9075243,-1,74646067E-06
579,1175103,-1,7443703E-06
579,327535,-1,74265322E-06
579,5375856,-1,74347443E-06
579,7674764,-1,74496755E-06
579,9574574,-1,74608739E-06
580,1674823,-1,74541548E-06
580,3774697,-1,75094001E-06
580,5874831,-1,74332512E-06
580,7974081,-1,74138407E-06
581,0073934,-1,74578876E-06
581,2174019,-1,74571411E-06
581,4274059,-1,74578876E-06
581,6374875,-1,74683394E-06
581,8473437,-1,74840172E-06
582,0573188,-1,74444496E-06
582,2673054,-1,7398163E-06
582,4773411,-1,74683394E-06
582,6874015,-1,74586342E-06
582,8974006,-1,74631135E-06
583,1072633,-1,74855103E-06
583,3272384,-1,74780447E-06
583,5372258,-1,75683782E-06
583,7473536,-1,74489289E-06
583,977251,-1,74459427E-06
584,1672004,-1,74728188E-06
584,3771888,-1,74937224E-06
584,5871737,-1,75094001E-06
584,7972061,-1,74519152E-06
585,0071481,-1,74780447E-06
585,2171365,-1,74646067E-06
585,4271095,-1,74429565E-06
585,6371115,-1,7475805E-06
585,847157,-1,74817775E-06
586,0571225,-1,7482524E-06
586,2670712,-1,74914827E-06
586,4770596,-1,7494469E-06
586,687047,-1,74996949E-06
586,8971206,-1,75004414E-06
587,1070155,-1,74810309E-06
587,3170074,-1,74675929E-06
587,5270325,-1,74795378E-06
587,7370205,-1,74914827E-06
587,9471387,-1,74989483E-06
588,166957,-1,74892431E-06
588,3769804,-1,74698326E-06
588,5769689,-1,74795378E-06
588,7869555,-1,75116398E-06
588,9970526,-1,75034277E-06
589,2069297,-1,74817775E-06
589,4168831,-1,74899896E-06
589,6269031,-1,74974552E-06
589,8368908,-1,74899896E-06
590,0471797,-1,75019346E-06
590,2568653,-1,7501188E-06
590,4668529,-1,75191054E-06
590,6868396,-1,74967087E-06
590,8968756,-1,74959621E-06
591,106768,-1,75220916E-06
591,3167991,-1,75310503E-06
591,5267878,-1,75056673E-06
591,7367744,-1,75064139E-06
591,9468463,-1,74952155E-06
592,1567496,-1,74937224E-06
592,3666875,-1,75295572E-06
592,5967358,-1,75041742E-06
592,7866733,-1,74884965E-06
592,9967704,-1,75004414E-06
593,2066478,-1,75288106E-06
593,4166731,-1,74982018E-06
593,6266181,-1,75131329E-06
593,8365962,-1,75489677E-06
594,04666,-1,7526571E-06
594,256585,-1,75250779E-06
594,4665728,-1,7526571E-06
594,6765592,-1,75235847E-06
594,8865461,-1,75444884E-06
595,0966111,-1,75683782E-06
595,3065558,-1,75825628E-06
595,5165424,-1,75661386E-06
595,7265298,-1,7526571E-06
595,9365172,-1,75489677E-06
596,1465786,-1,75661386E-06
596,356491,-1,75609126E-06
596,566478,-1,75512074E-06
596,7764654,-1,75407556E-06
597,006451,-1,75616592E-06
597,2063876,-1,75661386E-06
597,4064273,-1,75579264E-06
597,6163612,-1,7526571E-06
597,826401,-1,75168657E-06
598,0363885,-1,75116398E-06
598,2465761,-1,75392625E-06
598,4563625,-1,75280641E-06
598,6663506,-1,75191054E-06
598,876337,-1,74399702E-06
599,0863235,-1,74108545E-06
599,2963454,-1,76034665E-06
599,5062476,-1,75571799E-06
599,7162474,-1,75205985E-06
599,9262221,-1,7546728E-06
600,1362594,-1,75362762E-06
600,3463055,-1,75474746E-06
600,5562336,-1,75429953E-06
600,7662208,-1,75280641E-06
600,9762073,-1,75519539E-06
601,1861956,-1,75698713E-06
601,4261599,-1,75452349E-06
601,6261673,-1,75288106E-06
601,8361553,-1,7526571E-06
602,0462376,-1,75482212E-06
602,2561302,-1,75549402E-06
602,466118,-1,75452349E-06
602,686052,-1,75452349E-06
602,9060903,-1,75288106E-06
603,1160774,-1,75340366E-06
603,3260263,-1,7540009E-06
603,5360495,-1,75668851E-06
603,7461076,-1,75549402E-06
603,9560264,-1,75459815E-06
604,1660135,-1,75497143E-06
604,3760004,-1,75736041E-06
604,5859881,-1,75362762E-06
604,8059227,-1,75758438E-06
605,0259602,-1,75840559E-06
605,2259477,-1,75452349E-06
605,4259362,-1,75519539E-06
605,6359228,-1,75624058E-06
605,8460495,-1,7597494E-06
606,0558558,-1,75743507E-06
606,265883,-1,75444884E-06
606,475872,-1,76183976E-06
606,6858589,-1,77132105E-06
606,8959337,-1,76714032E-06
607,1058338,-1,75870422E-06
607,3158207,-1,75474746E-06
607,5258067,-1,75877887E-06
607,7357941,-1,75713645E-06
607,9458357,-1,75877887E-06
608,1557322,-1,75818163E-06
608,3657555,-1,75930146E-06
608,5757428,-1,75773369E-06
608,7958716,-1,75855491E-06
609,0057164,-1,76131717E-06
609,2157036,-1,75848025E-06
609,4457767,-1,75833094E-06
609,6356409,-1,757883E-06
609,8457339,-1,75922681E-06
610,0556522,-1,75803232E-06
610,2656392,-1,75989871E-06
610,4756263,-1,76101855E-06
610,6856117,-1,76019733E-06
610,905599,-1,76131717E-06
611,115534,-1,76139183E-06
611,3255744,-1,76057061E-06
611,5355612,-1,76027199E-06
611,745591,-1,76027199E-06
611,9555365,-1,7590775E-06
612,1655229,-1,75885353E-06
612,3755105,-1,75810697E-06
612,5854971,-1,75877887E-06
612,7955339,-1,7604213E-06
613,0154706,-1,75982406E-06
613,2254236,-1,76169045E-06
613,4455028,-1,75885353E-06
613,6455846,-1,76049596E-06
613,8554173,-1,76236235E-06
614,0654063,-1,76191442E-06
614,2753932,-1,76049596E-06
614,4857779,-1,75825628E-06
614,6958409,-1,76004802E-06
614,9057061,-1,75818163E-06
615,1157382,-1,75997337E-06
615,3257257,-1,76198907E-06
615,5357128,-1,76310891E-06
615,7457945,-1,76281029E-06
615,9556867,-1,76370616E-06
616,1656741,-1,76131717E-06
616,3756613,-1,76004802E-06
616,5856483,-1,76139183E-06
616,7957123,-1,76281029E-06
617,0156221,-1,75945078E-06
617,225607,-1,75728576E-06
617,4355959,-1,76303425E-06
617,6555838,-1,75915215E-06
617,8655695,-1,76355685E-06
618,0655579,-1,76288494E-06
618,2755448,-1,75967474E-06
618,4855316,-1,76139183E-06
618,6956094,-1,76176511E-06
618,9055066,-1,76064527E-06
619,1154934,-1,76161579E-06
619,3254397,-1,76236235E-06
619,5354685,-1,76101855E-06
619,7455011,-1,76191442E-06
619,955441,-1,76213839E-06
620,1653757,-1,76064527E-06
620,375407,-1,75967474E-06
620,5854031,-1,76176511E-06
620,7954688,-1,76176511E-06
621,0153772,-1,76251166E-06
621,2253638,-1,76243701E-06
621,4353074,-1,76258632E-06
621,655304,-1,76318357E-06
621,885303,-1,7622877E-06
622,0753115,-1,7610932E-06
622,2852994,-1,76213839E-06
622,4953736,-1,76355685E-06
622,705274,-1,76124252E-06
622,9152606,-1,76161579E-06
623,1252483,-1,7629596E-06
623,3352333,-1,76318357E-06
623,5453295,-1,76281029E-06
623,7552077,-1,76273563E-06
623,9651959,-1,76318357E-06
624,1751844,-1,76333288E-06
624,3851705,-1,7636315E-06
624,5952233,-1,76251166E-06
624,8051444,-1,76236235E-06
625,0151323,-1,76385547E-06
625,2251191,-1,76340753E-06
625,4351062,-1,76325822E-06
625,6451656,-1,76281029E-06
625,8650799,-1,76378081E-06
626,0650472,-1,76460203E-06
626,2850548,-1,76169045E-06
626,4849929,-1,76169045E-06
626,6951053,-1,76676705E-06
626,9050157,-1,76557255E-06
627,1250023,-1,76437806E-06
627,3349899,-1,76415409E-06
627,5450492,-1,7643034E-06
627,7549624,-1,76422875E-06
627,9649511,-1,76467668E-06
628,1749385,-1,76355685E-06
628,3848737,-1,76161579E-06
628,595017,-1,76393012E-06
628,8049001,-1,76400478E-06
629,0148867,-1,76407944E-06
629,2248739,-1,7636315E-06
629,4348204,-1,76393012E-06
629,644952,-1,76519927E-06
629,8548339,-1,76452737E-06
630,0648227,-1,76325822E-06
630,2748103,-1,76213839E-06
630,484797,-1,76333288E-06
630,6948652,-1,76437806E-06
630,9047504,-1,76422875E-06
631,1347566,-1,76572186E-06
631,3447902,-1,76266098E-06
631,5546926,-1,76116786E-06
631,7647194,-1,76348219E-06
631,9747056,-1,7597494E-06
632,1846921,-1,76101855E-06
632,4046789,-1,76288494E-06
632,6146663,-1,75945078E-06
632,8246537,-1,75960009E-06
633,0346414,-1,75937612E-06
633,2447015,-1,76027199E-06
633,4545747,-1,7610932E-06
633,6646015,-1,76281029E-06
633,8845367,-1,75982406E-06
634,1045758,-1,76310891E-06
634,2946298,-1,76378081E-06
634,5045505,-1,76288494E-06
634,7145376,-1,76221304E-06
634,9244828,-1,76437806E-06
635,1345118,-1,76355685E-06
635,3445735,-1,76094389E-06
635,5544563,-1,76176511E-06
635,764425,-1,7636315E-06
635,9844601,-1,76460203E-06
636,1944665,-1,76452737E-06
636,4044137,-1,7622877E-06
636,6244202,-1,76266098E-06
636,8344077,-1,76176511E-06
637,0444846,-1,76273563E-06
637,2643814,-1,76266098E-06
637,4743679,-1,76475134E-06
637,6843557,-1,76415409E-06
637,894419,-1,76340753E-06
638,1242758,-1,7629596E-06
638,3142642,-1,76422875E-06
638,5242787,-1,7622877E-06
638,7342918,-1,76512462E-06
638,9443594,-1,76512462E-06
639,1542659,-1,76624445E-06
639,3742526,-1,7629596E-06
639,5842189,-1,76445272E-06
639,7943039,-1,76654308E-06
640,0142133,-1,76400478E-06
640,2242001,-1,76422875E-06
640,434187,-1,76706567E-06
640,6442564,-1,76512462E-06
640,8541618,-1,76422875E-06
641,0641261,-1,7629596E-06
641,2741356,-1,7629596E-06
641,4841232,-1,76445272E-06
641,6941801,-1,76609514E-06
641,9140967,-1,76504996E-06
642,1340833,-1,76325822E-06
642,3240722,-1,76564721E-06
642,5340592,-1,76385547E-06
642,744074,-1,76385547E-06
642,9540337,-1,7654979E-06
643,1640199,-1,76743895E-06
643,3739903,-1,76587118E-06
643,5839941,-1,7643034E-06
643,7941385,-1,76370616E-06
644,0039218,-1,7654979E-06
644,2139548,-1,76064527E-06
644,4238907,-1,75049208E-06
644,6338834,-1,76669239E-06
644,8440093,-1,76251166E-06
645,0539053,-1,76079458E-06
645,2638914,-1,76557255E-06
645,4738787,-1,76736429E-06
645,6838658,-1,7687081E-06
645,8939302,-1,76587118E-06
646,1038403,-1,76781223E-06
646,3138278,-1,76885741E-06
646,5238145,-1,76639377E-06
646,7439339,-1,76699101E-06
646,953789,-1,76512462E-06
647,1537242,-1,76587118E-06
647,3737108,-1,7675136E-06
647,5837494,-1,76639377E-06
647,7937894,-1,76460203E-06
648,003723,-1,76542324E-06
648,2136599,-1,76504996E-06
648,4236978,-1,76504996E-06
648,6336831,-1,7654979E-06
648,8437998,-1,76400478E-06
649,0536243,-1,76519927E-06
649,2636089,-1,7675136E-06
649,4735962,-1,76422875E-06
649,683621,-1,76512462E-06
649,8936724,-1,76646842E-06
650,1035949,-1,76176511E-06
650,313582,-1,76467668E-06
650,5235166,-1,77296348E-06
650,7435636,-1,76773757E-06
650,9535429,-1,76602049E-06
651,1535303,-1,76564721E-06
651,3635177,-1,76579652E-06
651,5735048,-1,76631911E-06
651,7834897,-1,7687081E-06
651,9935026,-1,76878275E-06
652,203467,-1,76885741E-06
652,4134334,-1,76818551E-06
652,6233995,-1,76736429E-06
652,8334279,-1,76557255E-06
653,0435046,-1,76534858E-06
653,2533638,-1,76475134E-06
653,4633928,-1,76587118E-06
653,6733427,-1,7654979E-06
653,8833668,-1,75138795E-06
